design_id,design_size,b_star_equiv,q05,q10,minimum,mean,cvar05,cvar10,val_failure_rate,test_failure_rate
79,10,0.0,4.5001220703125,36.220550537109375,4.199981689453125,455.5909508889345,4.3617975144159224,15.595115103372713,0.2571428571428571,0.2634920634920635
80,6,0.0,35.446868896484375,40.840301513671875,24.700164794921875,472.59329387786045,31.379421173580106,34.72760704474721,0.12857142857142856,0.15555555555555556
81,6,0.0,18.466796875000004,26.000213623046875,12.666829427083334,350.94300448068685,15.444568452380953,19.063529362754217,0.20476190476190476,0.2253968253968254
82,6,0.0,4.33349609375,12.266438802083336,4.33349609375,363.0342322165343,4.33349609375,7.032659267022358,0.4238095238095238,0.4603174603174603
83,6,0.0,4.33349609375,12.266438802083336,4.33349609375,363.0342322165343,4.33349609375,7.032659267022358,0.4,0.3873015873015873
84,6,0.0,4.5001220703125,26.8597412109375,4.199981689453125,277.7215356057314,4.3617975144159224,11.434136367425687,0.3523809523809524,0.37142857142857144
85,6,0.13691931540342298,1.000213623046875,2.151200866699219,1.000213623046875,23.444131226294783,1.000213623046875,1.3293989228039254,0.20952380952380953,0.21587301587301588
86,6,0.061124694376528114,0.899810791015625,24.200286865234375,0.70037841796875,383.92054270998483,0.7668994721912202,9.090367759146341,0.41904761904761906,0.43174603174603177
87,6,0.10268948655256724,0.15260916170866595,2.9083341360092168,0.1043568486752717,187.16128146619687,0.13223073805834687,1.1700586950968184,0.4380952380952381,0.473015873015873
88,6,0.0,9.739990234375002,16.420135498046875,6.500244140625,189.12860525266464,8.26201665969122,10.573224323551829,0.1380952380952381,0.1619047619047619
89,6,0.10268948655256724,0.3952389671688988,2.9083341360092168,0.3714243570963542,180.84347501608303,0.3850948736534356,1.3182267141179973,0.37142857142857144,0.40634920634920635
90,6,0.0,4.33349609375,12.266438802083336,4.33349609375,368.47774545517404,4.33349609375,7.032659267022358,0.3904761904761905,0.38412698412698415
91,6,0.07823960880195599,1.100006103515625,3.339935302734375,0.999908447265625,95.921034311607,1.0348112686820652,1.817091034679878,0.41904761904761906,0.44761904761904764
92,6,0.061124694376528114,2.666341145833333,8.333333333333334,2.333984375,324.0595565962972,2.349795386904762,4.6282438529554275,0.3952380952380952,0.39365079365079364
93,6,0.061124694376528114,1.403599977493286,4.344801902770996,1.000213623046875,26.035229136716474,1.110071511495681,2.3365488866480386,0.18571428571428572,0.2253968253968254
94,6,0.07823960880195599,1.100006103515625,3.339935302734375,0.999908447265625,115.99854507501067,1.0348112686820652,1.817091034679878,0.4,0.42857142857142855
95,6,0.07823960880195599,1.100006103515625,3.3799743652343754,0.999908447265625,181.88916757630858,1.0348112686820652,1.817091034679878,0.38095238095238093,0.4158730158730159
96,6,0.3056234718826406,0.1760009765625,0.7738431184188179,0.1660003662109375,10.29299653682747,0.169525146484375,0.388829381948817,0.47619047619047616,0.49523809523809526
97,6,0.0,36.54022216796875,41.580047607421875,24.700164794921875,455.2753966818001,31.704820905412948,35.31758281105017,0.11428571428571428,0.14603174603174604
98,6,0.07823960880195599,1.100006103515625,3.339935302734375,0.999908447265625,96.83241627560268,1.0348112686820652,1.817091034679878,0.44761904761904764,0.4126984126984127
99,6,0.0,6.666666666666667,12.266438802083336,6.333821614583334,365.0464702876681,6.550894474637681,8.398516895325205,0.44285714285714284,0.4666666666666667
100,3,0.293398533007335,0.21700401306152342,0.25919799804687504,0.2050018310546875,12.438403836089416,0.21214394342331655,0.2243917976937643,0.47619047619047616,0.4666666666666667
