year,budget,n_designs,design_criterion,endpoint,spearman_rho,endpoint_std,endpoint_n_unique
2018,10,1000,D_optimal_bayesian,delay_mean_h,-0.4988792258456029,41.83686972301323,990
2018,10,1000,D_optimal_bayesian,localisation_mean_m,0.2068590628590629,186.73710449541238,1000
2018,10,1000,D_optimal_bayesian,battledim_score_eur,0.3933733085774852,21249.255965003154,927
2018,10,1000,A_optimal_bayesian,recall,0.43992166357871626,0.054543560573178586,4
2018,10,1000,A_optimal_bayesian,false_forgetting_rate,-0.43992166357871626,0.054543560573178586,4
2018,10,1000,A_optimal_bayesian,false_positives,0.47980602126947225,1.9192279697836834,12
2018,10,1000,A_optimal_bayesian,delay_mean_h,-0.47587283214901727,41.83686972301323,990
2018,10,1000,A_optimal_bayesian,localisation_mean_m,0.12406357606357608,186.73710449541238,1000
2018,10,1000,A_optimal_bayesian,battledim_score_eur,0.28357020456308946,21249.255965003154,927
2018,10,1000,E_observable_subspace,recall,0.12364988160957105,0.054543560573178586,4
2018,10,1000,E_observable_subspace,false_forgetting_rate,-0.12364988160957105,0.054543560573178586,4
2018,10,1000,E_observable_subspace,false_positives,0.20259005098473393,1.9192279697836834,12
2018,10,1000,E_observable_subspace,delay_mean_h,-0.11120833254458257,41.83686972301323,990
2018,10,1000,E_observable_subspace,localisation_mean_m,-0.06330446730446732,186.73710449541238,1000
2018,10,1000,E_observable_subspace,battledim_score_eur,0.10900312873203516,21249.255965003154,927
2018,10,1000,bayesian_information_gain,recall,0.5406731597171075,0.054543560573178586,4
2018,10,1000,bayesian_information_gain,false_forgetting_rate,-0.5406731597171075,0.054543560573178586,4
2018,10,1000,bayesian_information_gain,false_positives,0.5002409029488084,1.9192279697836834,12
2018,10,1000,bayesian_information_gain,delay_mean_h,-0.4988792258456029,41.83686972301323,990
2018,10,1000,bayesian_information_gain,localisation_mean_m,0.2068590628590629,186.73710449541238,1000
2018,10,1000,bayesian_information_gain,battledim_score_eur,0.3933733085774852,21249.255965003154,927
2018,10,1000,D_optimal_rank_reduced,recall,0.6522924131015558,0.054543560573178586,4
2018,10,1000,D_optimal_rank_reduced,false_forgetting_rate,-0.6522924131015558,0.054543560573178586,4
2018,10,1000,D_optimal_rank_reduced,false_positives,0.6031706694529964,1.9192279697836834,12
2018,10,1000,D_optimal_rank_reduced,delay_mean_h,-0.5787865401501366,41.83686972301323,990
2018,10,1000,D_optimal_rank_reduced,localisation_mean_m,0.32444484044484045,186.73710449541238,1000
2018,10,1000,D_optimal_rank_reduced,battledim_score_eur,0.4570604706680176,21249.255965003154,927
2018,10,1000,A_optimal_rank_reduced,recall,0.5990370172637114,0.054543560573178586,4
2018,10,1000,A_optimal_rank_reduced,false_forgetting_rate,-0.5990370172637114,0.054543560573178586,4
2018,10,1000,A_optimal_rank_reduced,false_positives,0.5694785711418414,1.9192279697836834,12
2018,10,1000,A_optimal_rank_reduced,delay_mean_h,-0.5837501112626149,41.83686972301323,990
2018,10,1000,A_optimal_rank_reduced,localisation_mean_m,0.3127382647382647,186.73710449541238,1000
2018,10,1000,A_optimal_rank_reduced,battledim_score_eur,0.34989575688296193,21249.255965003154,927
2018,10,1000,E_optimal_rank_reduced,recall,0.5644301438320667,0.054543560573178586,4
2018,10,1000,E_optimal_rank_reduced,false_forgetting_rate,-0.5644301438320667,0.054543560573178586,4
2018,10,1000,E_optimal_rank_reduced,false_positives,0.5540545315834203,1.9192279697836834,12
2018,10,1000,E_optimal_rank_reduced,delay_mean_h,-0.5893120869914499,41.83686972301323,990
2018,10,1000,E_optimal_rank_reduced,localisation_mean_m,0.30141088941088945,186.73710449541238,1000
2018,10,1000,E_optimal_rank_reduced,battledim_score_eur,0.2933383342214031,21249.255965003154,927
2018,10,1000,goal_oriented_oed,recall,0.5338304008349956,0.054543560573178586,4
2018,10,1000,goal_oriented_oed,false_forgetting_rate,-0.5338304008349956,0.054543560573178586,4
2018,10,1000,goal_oriented_oed,false_positives,0.5844752827536948,1.9192279697836834,12
2018,10,1000,goal_oriented_oed,delay_mean_h,-0.6590544885749213,41.83686972301323,990
2018,10,1000,goal_oriented_oed,localisation_mean_m,0.23272681240679735,186.73710449541238,1000
2018,10,1000,goal_oriented_oed,battledim_score_eur,0.2729396815293634,21249.255965003154,927
2018,10,1000,topological_spread,recall,0.10473237229228133,0.054543560573178586,4
2018,10,1000,topological_spread,false_forgetting_rate,-0.10473237229228133,0.054543560573178586,4
2018,10,1000,topological_spread,false_positives,0.12141773023729079,1.9192279697836834,12
2018,10,1000,topological_spread,delay_mean_h,-0.11567511311610648,41.83686972301323,990
2018,10,1000,topological_spread,localisation_mean_m,0.018968192793368647,186.73710449541238,1000
2018,10,1000,topological_spread,battledim_score_eur,0.09259653262324496,21249.255965003154,927
