design_id,n_channels,noise_scale,n_scenarios_common,B_star,B_star_support,B_dynamic,B_dynamic_support,differ
67,10,4.0,524,0.0784313725490196,408,0.014326647564469915,349,True
68,10,4.0,524,0.0661764705882353,408,0.0028653295128939827,349,True
69,10,4.0,524,0.0784313725490196,408,0.0057306590257879654,349,True
70,10,4.0,524,0.061274509803921566,408,0.0028653295128939827,349,True
71,10,4.0,524,0.07352941176470588,408,0.014326647564469915,349,True
72,10,4.0,524,0.061274509803921566,408,0.0028653295128939827,349,True
73,10,4.0,524,0.06372549019607843,408,0.011461318051575931,349,True
74,10,4.0,524,0.0661764705882353,408,0.0028653295128939827,349,True
75,10,4.0,524,0.07352941176470588,408,0.011461318051575931,349,True
76,10,4.0,524,0.07352941176470588,408,0.014326647564469915,349,True
77,10,4.0,524,0.0661764705882353,408,0.0028653295128939827,349,True
78,10,4.0,524,0.07352941176470588,408,0.0028653295128939827,349,True
79,10,4.0,524,0.0784313725490196,408,0.014326647564469915,349,True
80,6,4.0,524,0.0857843137254902,408,0.0028653295128939827,349,True
81,6,4.0,524,0.0661764705882353,408,0.0028653295128939827,349,True
82,6,4.0,524,0.07352941176470588,408,0.014326647564469915,349,True
83,6,4.0,524,0.07352941176470588,408,0.014326647564469915,349,True
84,6,4.0,524,0.0784313725490196,408,0.014326647564469915,349,True
85,6,4.0,524,0.08823529411764706,408,0.02005730659025788,349,True
86,6,4.0,524,0.07352941176470588,408,0.014326647564469915,349,True
87,6,4.0,524,0.07598039215686274,408,0.011461318051575931,349,True
88,6,4.0,524,0.07352941176470588,408,0.0028653295128939827,349,True
89,6,4.0,524,0.07598039215686274,408,0.011461318051575931,349,True
90,6,4.0,524,0.0784313725490196,408,0.014326647564469915,349,True
91,6,4.0,524,0.0857843137254902,408,0.014326647564469915,349,True
92,6,4.0,524,0.06862745098039216,408,0.014326647564469915,349,True
93,6,4.0,524,0.08823529411764706,408,0.02005730659025788,349,True
94,6,4.0,524,0.08088235294117647,408,0.014326647564469915,349,True
95,6,4.0,524,0.08088235294117647,408,0.011461318051575931,349,True
96,6,4.0,524,0.12745098039215685,408,0.0659025787965616,349,True
97,6,4.0,524,0.061274509803921566,408,0.0028653295128939827,349,True
98,6,4.0,524,0.08088235294117647,408,0.014326647564469915,349,True
99,6,4.0,524,0.0784313725490196,408,0.014326647564469915,349,True
100,3,4.0,524,0.11519607843137254,408,0.05157593123209169,349,True
101,3,4.0,524,0.11274509803921569,408,0.04871060171919771,349,True
102,3,4.0,524,0.0784313725490196,408,0.014326647564469915,349,True
103,3,4.0,524,0.14705882352941177,408,0.06303724928366762,349,True
104,3,4.0,524,0.08823529411764706,408,0.022922636103151862,349,True
105,3,4.0,524,0.08088235294117647,408,0.017191977077363897,349,True
106,3,4.0,524,0.08823529411764706,408,0.022922636103151862,349,True
107,3,4.0,524,0.1053921568627451,408,0.045845272206303724,349,True
108,3,4.0,524,0.08823529411764706,408,0.022922636103151862,349,True
109,3,4.0,524,0.08088235294117647,408,0.017191977077363897,349,True
110,3,4.0,524,0.12990196078431374,408,0.06876790830945559,349,True
111,3,4.0,524,0.18382352941176472,408,0.07449856733524356,349,True
112,3,4.0,524,0.0784313725490196,408,0.014326647564469915,349,True
113,3,4.0,524,0.0661764705882353,408,0.0028653295128939827,349,True
114,3,4.0,524,0.09068627450980392,408,0.022922636103151862,349,True
115,3,4.0,524,0.08823529411764706,408,0.017191977077363897,349,True
116,3,4.0,524,0.0784313725490196,408,0.014326647564469915,349,True
117,3,4.0,524,0.0857843137254902,408,0.017191977077363897,349,True
118,3,4.0,524,0.11519607843137254,408,0.03724928366762178,349,True
119,3,4.0,524,0.22549019607843138,408,0.09742120343839542,349,True
0,41,8.0,524,0.6323529411764706,408,0.0,8,True
1,41,8.0,524,0.6323529411764706,408,0.0,8,True
2,41,8.0,524,0.6323529411764706,408,0.0,8,True
3,41,8.0,524,0.6323529411764706,408,0.0,8,True
4,41,8.0,524,0.6323529411764706,408,0.0,8,True
5,41,8.0,524,0.6323529411764706,408,0.0,8,True
6,41,8.0,524,0.6323529411764706,408,0.0,8,True
7,41,8.0,524,0.6323529411764706,408,0.0,8,True
8,41,8.0,524,0.6323529411764706,408,0.0,8,True
9,41,8.0,524,0.6323529411764706,408,0.0,8,True
10,41,8.0,524,0.6323529411764706,408,0.0,8,True
11,41,8.0,524,0.6323529411764706,408,0.0,8,True
12,41,8.0,524,0.6323529411764706,408,0.0,8,True
13,41,8.0,524,0.6323529411764706,408,0.0,8,True
14,41,8.0,524,0.6323529411764706,408,0.0,8,True
15,41,8.0,524,0.6323529411764706,408,0.0,8,True
16,41,8.0,524,0.6323529411764706,408,0.0,8,True
17,41,8.0,524,0.6323529411764706,408,0.0,8,True
18,41,8.0,524,0.6323529411764706,408,0.0,8,True
19,41,8.0,524,0.6323529411764706,408,0.0,8,True
20,24,8.0,524,0.8161764705882353,408,1.0,8,True
21,24,8.0,524,0.6936274509803921,408,1.0,8,True
22,24,8.0,524,0.7549019607843137,408,1.0,8,True
