budget,noise,demand,seed,method,false_forgetting_rate,recall,precision,f1,false_positives,battledim_score_eur
10,2.0,1.0,4,E_optimal_rank_reduced,0.04347826086956519,0.9565217391304348,0.44,0.6027397260273973,28,120125.41
10,2.0,1.0,4,goal_oriented_oed,0.04347826086956519,0.9565217391304348,0.44,0.6027397260273973,28,137438.08
10,2.0,1.0,4,topological_dispersion,0.04347826086956519,0.9565217391304348,0.44,0.6027397260273973,28,73651.77
10,2.0,1.0,4,centrality,0.04347826086956519,0.9565217391304348,0.4489795918367347,0.6111111111111112,27,64489.97
10,4.0,0.0,0,FO,0.04347826086956519,0.9565217391304348,0.4888888888888889,0.6470588235294117,23,72299.24
10,4.0,0.0,0,D_optimal_bayesian,0.08695652173913049,0.9130434782608695,0.44680851063829785,0.6,26,189116.07
10,4.0,0.0,0,A_optimal_bayesian,0.08695652173913049,0.9130434782608695,0.4375,0.5915492957746479,27,178129.32
10,4.0,0.0,0,E_optimal_observable_subspace,0.08695652173913049,0.9130434782608695,0.4375,0.5915492957746479,27,178129.32
10,4.0,0.0,0,bayesian_information_gain,0.08695652173913049,0.9130434782608695,0.44680851063829785,0.6,26,189116.07
10,4.0,0.0,0,D_optimal_rank_reduced,0.08695652173913049,0.9130434782608695,0.44680851063829785,0.6,26,190371.12
10,4.0,0.0,0,A_optimal_rank_reduced,0.04347826086956519,0.9565217391304348,0.4583333333333333,0.619718309859155,26,181281.48
10,4.0,0.0,0,E_optimal_rank_reduced,0.04347826086956519,0.9565217391304348,0.46808510638297873,0.6285714285714286,25,138370.6
10,4.0,0.0,0,goal_oriented_oed,0.04347826086956519,0.9565217391304348,0.4489795918367347,0.6111111111111112,27,160310.53
10,4.0,0.0,0,topological_dispersion,0.08695652173913049,0.9130434782608695,0.44680851063829785,0.6,26,127190.7
10,4.0,0.0,0,centrality,0.08695652173913049,0.9130434782608695,0.45652173913043476,0.608695652173913,25,12703.18
10,4.0,0.0,1,FO,0.08695652173913049,0.9130434782608695,0.4772727272727273,0.6268656716417911,23,69482.09
10,4.0,0.0,1,D_optimal_bayesian,0.08695652173913049,0.9130434782608695,0.4375,0.5915492957746479,27,112198.77
10,4.0,0.0,1,A_optimal_bayesian,0.08695652173913049,0.9130434782608695,0.4375,0.5915492957746479,27,103938.08
10,4.0,0.0,1,E_optimal_observable_subspace,0.08695652173913049,0.9130434782608695,0.4375,0.5915492957746479,27,103938.08
10,4.0,0.0,1,bayesian_information_gain,0.08695652173913049,0.9130434782608695,0.4375,0.5915492957746479,27,112198.77
10,4.0,0.0,1,D_optimal_rank_reduced,0.08695652173913049,0.9130434782608695,0.4375,0.5915492957746479,27,169461.36
10,4.0,0.0,1,A_optimal_rank_reduced,0.08695652173913049,0.9130434782608695,0.4375,0.5915492957746479,27,117688.25
10,4.0,0.0,1,E_optimal_rank_reduced,0.08695652173913049,0.9130434782608695,0.4375,0.5915492957746479,27,127107.35
10,4.0,0.0,1,goal_oriented_oed,0.04347826086956519,0.9565217391304348,0.4489795918367347,0.6111111111111112,27,151256.05
10,4.0,0.0,1,topological_dispersion,0.04347826086956519,0.9565217391304348,0.4489795918367347,0.6111111111111112,27,112078.15
10,4.0,0.0,1,centrality,0.08695652173913049,0.9130434782608695,0.4666666666666667,0.6176470588235294,24,30380.89
10,4.0,0.0,2,FO,0.04347826086956519,0.9565217391304348,0.4888888888888889,0.6470588235294117,23,60580.58
10,4.0,0.0,2,D_optimal_bayesian,0.04347826086956519,0.9565217391304348,0.4489795918367347,0.6111111111111112,27,148889.78
10,4.0,0.0,2,A_optimal_bayesian,0.04347826086956519,0.9565217391304348,0.4489795918367347,0.6111111111111112,27,160790.99
10,4.0,0.0,2,E_optimal_observable_subspace,0.04347826086956519,0.9565217391304348,0.4489795918367347,0.6111111111111112,27,160790.99
10,4.0,0.0,2,bayesian_information_gain,0.04347826086956519,0.9565217391304348,0.4489795918367347,0.6111111111111112,27,148889.78
10,4.0,0.0,2,D_optimal_rank_reduced,0.04347826086956519,0.9565217391304348,0.4489795918367347,0.6111111111111112,27,159839.05
10,4.0,0.0,2,A_optimal_rank_reduced,0.04347826086956519,0.9565217391304348,0.4489795918367347,0.6111111111111112,27,161300.7
10,4.0,0.0,2,E_optimal_rank_reduced,0.08695652173913049,0.9130434782608695,0.4375,0.5915492957746479,27,150640.27
10,4.0,0.0,2,goal_oriented_oed,0.08695652173913049,0.9130434782608695,0.42857142857142855,0.5833333333333334,28,149968.25
10,4.0,0.0,2,topological_dispersion,0.04347826086956519,0.9565217391304348,0.4583333333333333,0.619718309859155,26,144585.7
10,4.0,0.0,2,centrality,0.04347826086956519,0.9565217391304348,0.5,0.6567164179104478,22,25117.01
10,4.0,0.0,3,FO,0.04347826086956519,0.9565217391304348,0.4888888888888889,0.6470588235294117,23,24216.72
